8	1
26	1
27	1
64	1
8	2
47	2
91	2
138	2
26	3
9	4
36	4
77	4
130	5
147	6
71	7
103	7
61	8
51	9
74	9
81	10
153	10
23	11
85	11
45	12
84	12
85	12
125	12
10	13
123	14
24	15
7	16
10	16
24	16
32	16
96	16
122	16
124	16
132	16
159	16
121	17
158	18
22	19
165	20
11	21
139	21
141	22
57	23
141	24
1	25
2	25
10	25
12	25
13	25
17	25
24	25
26	25
29	25
42	25
43	25
44	25
48	25
59	25
60	25
62	25
70	25
72	25
87	25
101	25
110	25
114	25
115	25
118	25
133	25
134	25
141	25
156	25
163	25
30	26
30	27
4	28
40	29
20	30
129	30
150	30
127	31
50	32
164	32
6	33
14	33
20	33
46	33
149	33
150	33
33	34
33	35
97	35
98	35
108	35
150	36
154	37
112	38
124	39
4	40
24	40
26	41
56	42
88	42
61	43
15	44
24	44
98	44
101	44
141	44
10	45
142	46
5	47
13	47
18	47
19	47
21	47
24	47
26	47
31	47
35	47
38	47
41	47
67	47
68	47
69	47
71	47
73	47
75	47
77	47
83	47
86	47
93	47
96	47
99	47
100	47
101	47
102	47
103	47
104	47
109	47
116	47
121	47
124	47
135	47
140	47
151	47
161	47
166	47
167	47
82	48
82	49
8	50
89	51
145	51
8	52
94	52
105	52
143	52
24	53
26	53
39	53
65	53
66	53
77	53
82	54
76	55
77	55
160	56
105	57
77	58
141	58
162	58
167	58
139	59
7	60
167	60
18	61
39	61
136	62
101	63
113	64
150	65
163	65
114	66
123	67
24	68
124	68
26	69
31	69
39	69
58	69
77	69
95	69
96	69
117	69
120	69
123	69
127	70
3	71
21	71
24	71
26	71
34	71
38	71
72	71
77	71
79	71
96	71
103	71
107	71
117	71
119	71
137	71
141	71
162	71
151	72
53	73
78	73
110	73
111	74
33	75
26	76
98	76
157	76
24	77
139	78
117	79
130	80
117	81
63	82
52	83
141	84
141	85
141	86
163	87
24	88
131	89
22	90
127	91
143	92
143	93
144	93
130	94
24	95
25	95
26	95
37	95
49	95
80	95
98	95
106	95
124	95
126	95
141	95
146	95
162	95
163	95
148	96
26	97
152	98
121	99
10	100
107	101
98	102
10	103
101	104
24	105
28	105
92	106
98	106
158	107
55	108
150	109
82	110
11	111
21	112
128	112
155	112
26	113
55	113
3	114
167	114
24	115
90	115
158	115
26	116
16	117
24	118
54	118
